book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang,image
1415,221,4,1406,193,3,19,2003,18,3,1
2892,434,7,2622,183,1,22,2020,171,6,1
1107,251,2,1165,525,10,50,2001,154,5,2
804,52,6,1180,464,10,45,2014,142,4,0
1699,255,1,244,681,6,25,2000,63,5,2
2468,427,1,1219,386,10,29,2003,177,1,1
1053,124,2,289,355,1,31,2007,9,5,1
522,245,5,2316,625,4,3,2010,169,2,0
86,331,10,1232,576,8,28,2000,100,6,1
2567,11,4,1637,132,2,39,2007,26,6,2
760,285,6,249,696,5,31,2004,59,4,0
483,6,2,2751,170,3,17,2014,24,4,0
7,25,6,371,419,4,8,2016,3,1,0
2451,275,5,98,532,10,39,2007,37,1,0
209,182,6,2516,407,10,22,2003,106,5,2
645,145,4,307,574,2,35,2003,117,2,2
817,44,8,1859,201,3,6,2013,47,5,2
695,393,5,2369,598,5,11,2001,17,6,0
2902,271,6,1326,154,9,39,2017,9,5,1
423,145,6,2390,413,1,27,2007,45,6,1
490,15,9,2539,139,7,32,2017,134,2,0
2244,9,10,373,486,10,5,2013,157,1,2
83,81,7,1338,229,10,16,2013,171,3,2
2679,380,3,433,403,10,14,2013,31,3,0
556,178,9,1462,366,1,4,2017,59,3,1
734,286,2,1484,210,4,25,2014,5,5,0
1137,131,1,2119,686,8,45,2011,85,1,2
346,120,4,1839,214,5,28,2000,88,7,1
973,99,5,2350,166,6,40,2001,38,1,2
1788,157,5,546,334,1,19,2021,159,4,2
337,150,2,910,347,6,7,2004,79,5,1
1326,207,1,852,252,2,28,2021,21,5,1
2267,339,6,1663,558,6,10,2019,85,3,1
2537,195,5,888,657,4,48,2016,19,3,1
50,194,1,1077,624,8,18,2001,16,1,2
2802,77,10,2232,632,5,7,2004,109,5,2
2191,346,9,1495,376,9,5,2021,195,2,1
2673,20,4,4,522,5,50,2015,89,5,1
941,100,1,1227,603,8,28,2020,108,5,0
2822,247,6,151,403,2,12,2016,149,1,0
1038,250,1,2813,426,2,46,2019,30,1,0
1722,408,5,1286,523,9,50,2019,99,5,1
277,285,8,558,75,5,49,2010,92,3,2
997,81,3,1051,155,9,26,2013,26,7,1
2231,354,9,982,588,1,17,2015,136,2,0
1078,300,6,1975,632,6,35,2009,47,1,1
357,396,8,2412,599,6,7,2010,24,6,1
1699,99,1,693,199,2,26,2001,132,1,1
1397,432,2,2028,485,3,11,2000,184,6,0
1324,70,8,950,304,2,36,2008,135,5,2
1485,275,8,1104,530,10,26,2020,23,2,0
1423,344,8,1264,411,2,49,2016,189,7,0
165,361,5,847,429,3,6,2011,36,6,2
1132,143,8,2083,433,6,1,2015,45,3,1
167,254,10,2008,529,7,50,2010,197,2,2
1263,47,1,2693,401,3,37,2020,25,3,2
2185,36,8,2863,157,2,14,2005,56,4,1
1864,424,2,1646,244,5,50,2020,6,4,0
556,215,5,1064,359,4,3,2021,53,5,2
2761,160,6,1688,321,4,35,2009,191,6,0
1986,324,10,2278,229,3,13,2018,199,2,2
1688,135,9,1679,331,2,1,2005,83,7,1
1211,294,5,1119,246,4,6,2005,51,2,0
1378,343,5,1270,330,3,40,2007,88,1,2
77,439,3,356,535,3,8,2004,170,3,1
552,262,10,2296,192,5,22,2005,165,7,1
237,105,9,591,325,2,34,2015,169,3,2
381,396,10,239,401,8,17,2019,21,1,0
2242,411,9,1774,482,1,33,2013,151,3,2
68,312,4,788,607,3,8,2002,191,7,2
245,180,1,1110,629,4,27,2017,79,7,0
409,336,3,1895,462,8,40,2003,86,5,2
1413,303,10,2268,545,6,3,2009,46,5,2
176,67,1,1186,525,1,22,2004,67,5,2
1497,9,1,2115,321,7,50,2012,172,3,0
640,387,1,417,562,10,37,2006,181,2,2
1115,137,10,2643,458,2,29,2004,14,7,0
1444,285,6,1312,383,9,8,2011,68,5,0
265,441,8,320,418,10,46,2001,188,6,0
1352,262,9,2708,372,3,14,2016,75,7,2
654,224,3,127,233,4,35,2012,155,5,0
1564,323,5,788,479,2,7,2004,128,7,2
2352,279,8,1033,190,5,6,2000,38,5,2
2540,356,4,1579,147,9,25,2001,195,6,0
1856,165,7,43,417,10,16,2004,10,4,2
1395,156,5,1088,556,10,31,2021,138,6,2
1572,429,5,959,668,6,45,2011,169,5,0
2905,391,1,1853,376,9,10,2020,190,5,1
2819,116,4,1416,649,7,8,2008,121,7,1
2548,153,3,1753,392,6,23,2019,193,1,1
637,234,2,2211,434,1,31,2011,13,3,0
1946,42,9,534,297,9,44,2011,122,6,2
1426,398,8,2742,526,3,6,2014,94,2,1
956,410,10,2316,354,9,13,2005,36,5,0
1808,4,8,1547,432,8,24,2001,61,2,1
1860,139,10,2506,98,8,7,2011,75,6,0
417,387,1,2130,295,10,22,2020,82,2,1
2434,204,5,2475,563,10,2,2003,22,4,2
1965,54,4,392,598,2,43,2016,40,7,0
2215,109,8,1496,686,7,14,2019,57,1,0
1586,295,2,2376,597,10,46,2013,156,6,1
1408,138,5,920,388,2,7,2016,16,4,0
2097,259,4,1671,238,1,15,2019,17,3,1
2341,241,10,589,607,7,45,2006,98,4,0
148,343,8,2689,460,4,39,2012,60,5,2
980,169,5,808,207,3,8,2015,160,1,0
2858,152,10,2132,533,10,27,2009,114,3,1
1385,435,8,1615,110,4,2,2012,187,6,2
640,210,7,2975,679,6,29,2012,111,6,0
2989,75,8,1648,386,10,45,2021,30,6,1
2730,92,9,747,165,5,17,2019,149,6,1
2319,104,9,2062,165,7,11,2013,58,4,1
2592,191,7,2223,525,1,28,2006,92,4,0
2476,17,6,755,273,2,14,2019,16,4,2
2695,159,2,2127,277,4,7,2003,6,5,1
774,60,9,2680,551,7,35,2011,119,2,2
796,57,3,1302,509,3,41,2010,174,6,2
602,382,9,1121,570,5,50,2017,15,6,1
1313,309,10,2628,611,6,32,2011,96,4,2
869,294,4,2473,364,5,42,2011,146,2,0
999,405,6,2274,184,6,44,2014,161,6,1
2471,4,10,1342,410,9,5,2004,140,6,1
2059,421,4,2147,423,1,40,2014,6,4,0
1485,117,8,1272,304,8,8,2006,130,4,0
1274,215,10,577,104,8,4,2007,84,2,0
930,343,1,586,212,1,47,2010,116,4,1
1200,356,8,2246,397,2,16,2003,116,3,0
1916,23,8,2836,634,3,23,2007,90,4,0
290,440,2,2221,649,9,44,2011,97,3,0
1987,384,5,2992,103,6,19,2016,139,7,0
364,450,2,2671,492,3,35,2005,156,1,2
204,184,3,426,575,7,38,2015,131,2,2
578,97,6,2973,382,9,50,2006,15,5,1
2751,429,2,639,683,3,48,2004,19,4,1
2454,48,6,1411,117,2,21,2018,105,5,1
308,3,5,2285,345,9,28,2001,49,2,2
234,364,8,1896,248,8,18,2011,5,3,1
801,255,8,1749,172,4,1,2020,103,6,2
1137,330,10,1910,507,10,35,2014,192,3,1
2038,79,6,1527,664,8,25,2007,157,3,1
2465,91,1,1980,679,1,13,2002,86,3,0
2483,372,10,1028,330,6,37,2008,59,6,0
248,57,10,2014,689,3,48,2017,163,7,0
2406,261,5,300,178,8,47,2008,111,4,0
2873,163,2,592,311,2,35,2006,119,3,1
1390,111,4,2244,569,1,49,2021,9,2,0
1187,66,5,927,457,2,45,2011,132,7,1
1770,447,8,2663,655,3,45,2004,12,5,2
1199,448,1,1492,493,4,25,2004,186,4,2
2033,222,6,1038,258,5,41,2007,187,6,2
1107,241,8,796,303,1,7,2011,22,5,1
649,363,8,829,453,4,31,2016,85,4,2
2609,376,9,1030,432,10,5,2005,86,2,0
2980,294,2,975,284,5,26,2003,139,2,2
1654,19,5,2285,363,6,35,2018,12,4,1
2242,18,3,2694,498,8,35,2012,143,2,2
847,144,10,783,383,10,21,2008,65,3,1
2756,373,6,1629,146,8,32,2003,21,5,1
21,253,9,447,231,8,10,2018,162,5,2
957,426,10,2293,498,9,13,2008,11,6,1
2279,43,9,2569,480,6,46,2021,108,6,1
1755,289,4,1554,679,5,19,2012,165,6,0
587,210,5,156,322,9,9,2002,24,7,1
1888,194,1,2403,349,7,25,2010,58,5,0
2898,82,5,596,198,3,37,2010,154,1,0
2472,131,1,420,86,8,28,2015,71,3,1
16,79,5,345,127,7,26,2003,148,3,2
1914,236,7,1362,339,7,15,2015,145,3,0
188,172,2,1074,612,5,41,2011,84,7,0
2390,160,5,539,395,3,8,2004,2,7,1
2425,105,7,928,587,10,8,2012,11,1,0
2236,19,7,1769,263,9,12,2017,199,2,0
2331,409,6,1697,566,7,25,2007,27,3,0
350,72,9,2618,169,8,11,2021,163,3,0
2983,177,9,1398,383,3,21,2008,141,6,0
506,162,10,1612,439,5,3,2012,197,6,2
834,42,2,2700,148,9,42,2016,135,5,1
2034,189,4,1240,566,6,5,2007,2,6,0
1495,10,3,1251,591,1,47,2000,134,3,1
358,38,7,736,191,9,46,2009,42,3,2
768,229,4,629,98,6,11,2013,136,5,2
981,232,6,1590,183,9,9,2011,113,1,1
1317,384,9,1789,91,4,45,2017,133,6,1
20,71,9,953,317,6,38,2012,99,5,1
1410,26,3,2886,310,3,39,2009,77,5,2
2068,340,8,2662,100,7,15,2021,18,7,0
911,394,8,2662,628,6,5,2008,73,7,1
31,117,2,2648,98,6,33,2014,22,6,0
909,255,6,2134,660,2,28,2006,176,2,2
5,409,2,1461,580,4,41,2002,128,7,2
532,38,7,771,366,5,11,2015,192,3,0
2067,292,9,1647,260,9,22,2000,190,3,0
1975,87,3,286,350,3,25,2016,109,5,0
656,141,10,1199,105,9,50,2009,151,1,0
967,136,4,573,121,4,46,2011,137,5,1
1760,424,4,106,132,5,35,2004,80,2,2
1993,266,4,1393,255,6,11,2014,53,4,0
1703,434,9,291,427,8,3,2001,133,1,1
2439,78,5,1179,121,7,38,2006,25,4,0
917,85,2,2654,122,1,24,2005,138,5,2
1076,147,1,1374,516,8,30,2007,103,3,1
1014,50,8,1381,318,1,10,2005,87,2,0
2507,137,1,2104,649,10,24,2021,116,3,2
1501,205,3,2465,270,10,7,2002,64,3,1
1004,329,3,997,138,3,43,2012,77,5,1
122,256,9,72,383,2,9,2001,97,6,0
924,50,10,1092,302,4,32,2020,191,7,2
1152,315,3,970,117,10,35,2017,73,5,2
1889,223,2,796,484,7,43,2009,18,1,2
770,281,3,1779,368,6,40,2003,73,2,2
1856,213,7,2245,218,6,27,2017,30,6,2
1505,295,4,2003,561,5,30,2000,3,7,0
123,275,6,1065,278,10,21,2015,163,7,0
2330,379,6,886,354,6,19,2007,154,6,1
875,162,5,1177,696,2,18,2015,98,4,1
2293,149,4,2410,368,6,9,2020,155,7,0
433,428,9,311,90,8,27,2005,116,1,1
2275,237,7,97,604,2,22,2015,12,3,0
188,25,2,1631,302,10,35,2006,150,6,0
1978,214,7,1914,157,5,35,2015,44,6,2
670,128,2,2979,223,9,4,2003,65,6,2
1149,84,8,1788,669,8,3,2016,86,4,2
1843,238,4,1024,510,7,6,2017,82,6,0
1976,263,5,8,529,6,40,2009,3,1,1
946,193,1,999,224,7,44,2019,186,2,0
2789,16,9,893,676,10,14,2012,37,6,1
2780,72,5,1399,691,1,17,2021,180,7,1
211,60,1,1478,644,7,12,2007,119,7,1
559,389,9,1010,114,7,3,2004,104,7,0
2229,354,6,202,337,3,15,2012,56,3,2
1002,363,7,2707,484,4,33,2017,14,1,0
2581,439,7,1273,572,8,18,2009,101,2,1
1828,83,6,2431,430,1,10,2001,185,5,0
2189,425,5,558,259,2,16,2020,183,2,0
2140,32,5,1422,405,6,32,2013,163,2,0
178,225,1,2286,510,1,7,2013,144,3,0
1890,336,8,1947,148,5,16,2011,102,7,1
1322,357,7,1220,414,1,2,2020,72,3,1
1764,217,5,2766,391,7,38,2004,178,5,0
1261,296,1,1034,422,3,36,2013,198,6,0
316,20,1,1652,322,7,8,2004,7,4,2
810,219,6,1895,631,7,39,2013,145,4,1
837,133,10,1210,512,5,32,2012,36,5,0
1228,120,1,703,407,3,37,2009,169,2,2
2205,387,3,1363,344,10,17,2005,115,1,1
955,127,5,872,661,8,40,2018,46,6,0
334,348,3,2047,617,4,6,2010,83,5,2
819,434,8,171,159,2,43,2021,147,5,2
2736,254,5,2352,96,9,24,2008,22,2,2
309,194,9,132,360,10,33,2012,142,3,2
1291,286,3,1777,192,1,20,2020,87,7,1
2878,397,4,1707,596,3,22,2008,193,6,2
19,297,3,2249,693,1,20,2017,113,5,0
2238,72,10,2426,631,1,22,2010,179,1,1
2294,363,6,219,615,1,34,2008,100,6,2
1099,301,7,2787,233,3,16,2018,103,4,0
940,240,7,872,471,3,12,2018,58,6,0
2935,132,10,2094,417,7,45,2008,1,2,1
2402,19,6,1879,134,3,26,2012,34,1,2
1071,17,10,2691,311,8,32,2005,66,4,0
1778,170,7,1129,107,1,27,2006,180,4,2
2277,423,4,1584,276,5,28,2017,142,1,1
1689,174,1,117,496,7,42,2016,179,3,0
577,23,3,419,584,4,44,2002,159,6,0
1890,84,10,127,84,5,40,2020,20,1,0
1680,389,3,1960,296,8,8,2021,71,3,2
1215,394,2,1301,439,6,33,2001,21,1,2
2339,258,3,1775,563,6,48,2000,166,4,2
1100,76,6,1115,700,5,48,2004,80,6,2
1633,420,7,2235,593,3,3,2006,177,3,0
1174,206,3,2934,673,7,47,2004,196,7,0
2782,17,9,2519,601,7,33,2019,34,2,1
239,49,6,259,113,6,6,2003,32,7,1
540,390,6,2343,540,5,29,2007,85,1,2
408,184,2,1473,113,9,6,2012,43,5,2
933,56,2,1178,189,7,21,2011,5,6,2
2178,296,8,423,415,3,10,2015,179,7,2
2261,137,3,1502,558,5,49,2012,142,3,1
2789,399,10,1058,369,2,5,2001,94,3,2
2387,66,9,2003,264,3,7,2021,48,4,2
415,140,4,1021,588,2,24,2001,190,3,0
2892,355,10,2385,443,5,15,2019,169,2,1
1650,109,9,712,691,6,34,2010,99,5,1
28,307,4,349,378,8,31,2018,122,2,0
2334,213,8,1824,405,10,46,2019,183,2,2
2354,290,7,1010,109,2,35,2016,36,3,0
2161,417,8,2546,401,1,5,2014,59,1,2
2203,69,10,1319,468,10,31,2013,123,6,1
2237,243,6,863,612,8,30,2005,139,4,2
2356,438,9,198,199,3,19,2002,60,5,1
514,80,3,2431,267,6,32,2016,40,7,0
2771,260,4,455,235,3,48,2017,63,4,1
325,409,10,1673,244,8,20,2018,194,5,2
1097,35,5,1202,130,4,24,2012,84,1,0
2158,40,3,1786,636,6,25,2005,168,5,0
2621,266,7,1508,344,1,2,2011,112,3,1
915,331,6,1760,583,8,35,2020,96,4,2
1429,123,9,2762,648,3,17,2018,5,1,2
1696,52,2,1227,501,5,27,2008,96,6,2
1916,28,9,2842,568,2,40,2018,151,6,1
872,148,3,278,543,7,28,2000,118,6,0
80,16,9,2412,435,9,38,2021,67,2,1
2268,1,4,791,120,2,23,2007,34,4,2
1066,66,3,954,106,2,19,2014,89,2,0
2743,211,4,2417,593,10,6,2017,102,5,0
1760,369,3,2156,678,3,24,2012,100,1,1
306,166,10,1330,271,2,34,2020,185,6,0
2526,331,9,470,91,8,9,2021,73,7,2
1805,245,3,1916,378,3,39,2008,179,7,2
2364,350,1,900,456,7,48,2020,11,4,1
818,147,7,2744,532,4,42,2008,88,1,0
2319,433,1,80,484,1,21,2017,77,5,2
2822,378,9,1934,198,7,33,2004,56,3,2
1921,75,8,1275,194,3,17,2009,136,4,1
2533,409,4,887,166,3,30,2015,69,5,0
1878,191,9,2539,443,10,18,2008,84,1,1
1521,385,10,748,297,10,41,2004,13,6,1
350,351,6,2842,683,3,29,2015,87,5,2
2055,304,1,2396,513,2,30,2014,196,4,2
185,154,5,2896,359,1,1,2005,46,6,2
1404,226,8,491,240,7,50,2011,65,1,0
1647,83,2,676,208,6,19,2017,192,4,2
839,274,4,1137,253,7,21,2008,39,3,0
150,177,10,1125,613,1,44,2009,158,7,0
140,422,7,2045,268,1,44,2001,54,7,2
1306,444,10,1738,632,6,36,2013,94,1,2
2778,274,3,508,597,1,33,2000,129,2,1
1572,121,5,2764,576,7,24,2018,27,6,1
449,349,2,2721,695,5,49,2009,28,2,2
1655,330,5,421,291,1,23,2010,180,1,2
374,54,2,919,193,8,28,2014,1,4,0
2059,279,8,16,404,5,10,2015,50,7,0
1629,198,4,2445,182,10,3,2001,15,7,0
763,82,8,538,680,6,46,2008,37,5,0
1105,59,8,1793,293,6,13,2009,30,1,1
2541,122,4,738,76,4,44,2016,155,2,2
2785,341,6,1351,660,9,10,2019,168,7,0
2966,370,4,2846,461,10,7,2005,127,5,2
297,154,10,507,587,6,33,2018,10,6,2
2792,272,4,1707,579,7,10,2014,107,2,0
1603,41,2,1230,95,9,23,2013,160,2,2
1755,195,7,2238,153,3,15,2014,101,6,2
904,365,2,184,543,7,30,2004,127,1,2
2567,97,8,391,325,8,29,2006,42,6,2
1878,309,1,1860,389,2,9,2008,158,1,0
1767,164,9,394,474,6,47,2014,20,7,1
2466,409,2,2729,92,9,42,2012,1,3,1
1031,374,9,1932,657,2,29,2000,22,1,0
1614,25,6,1193,361,6,4,2008,44,4,0
1093,74,5,616,387,7,15,2018,59,5,2
246,404,5,386,501,6,48,2018,55,4,1
345,315,10,128,591,4,11,2003,24,1,2
93,265,1,2179,482,8,5,2012,114,2,1
712,151,5,2309,629,7,50,2005,68,5,0
1769,450,5,594,523,2,31,2003,156,6,0
2416,347,9,1306,178,9,46,2016,91,7,1
918,62,8,42,673,3,11,2008,115,4,2
2201,338,5,1872,512,8,14,2008,189,6,2
1061,400,6,2053,580,4,46,2011,75,4,0
1540,126,1,2940,636,2,43,2006,37,1,1
2621,122,10,2066,185,2,30,2004,186,7,0
964,395,5,2302,227,10,9,2004,180,2,2
2329,177,10,2647,391,9,3,2021,177,5,1
362,394,2,1712,121,8,34,2003,188,1,0
1618,411,6,1352,75,3,17,2001,112,6,0
1291,195,10,1643,572,4,35,2003,56,1,1
1979,52,4,1914,264,2,48,2005,102,1,0
2595,194,4,539,243,10,1,2016,93,2,0
793,420,6,1902,687,7,29,2007,14,5,0
1926,398,2,2652,570,8,45,2014,175,2,0
2457,429,7,2853,193,9,22,2011,3,5,1
2235,271,5,1430,436,4,46,2021,75,3,1
970,447,4,1578,350,9,38,2010,190,3,0
2338,190,6,2273,98,1,45,2000,155,7,0
2190,114,5,319,556,9,8,2014,111,3,0
390,43,9,1879,451,6,38,2007,168,6,1
1366,45,9,76,486,1,2,2009,129,2,1
605,344,1,581,385,2,7,2021,10,2,2
2696,392,1,1908,528,9,37,2007,118,5,1
2685,293,1,1563,460,6,47,2003,36,5,2
543,32,10,2552,103,2,32,2004,39,2,0
1939,226,4,1960,408,1,40,2000,5,4,2
406,316,5,2193,695,6,44,2001,148,3,2
2166,212,8,2533,316,9,44,2003,146,2,0
2605,65,8,2611,264,3,28,2011,27,6,0
380,283,6,147,436,2,5,2011,107,2,0
1980,252,10,2060,626,5,28,2008,12,3,1
571,282,10,2472,679,6,35,2009,143,4,0
1919,381,10,1271,346,2,15,2003,193,6,0
2349,231,7,2197,678,5,13,2017,99,7,1
2880,41,2,2686,249,5,50,2016,65,4,0
2249,369,7,1561,201,5,49,2020,166,2,1
11,135,1,1142,317,3,18,2019,94,5,1
367,187,9,2477,675,6,5,2001,110,7,1
1980,353,5,1489,473,1,47,2013,129,6,0
238,63,8,2242,359,1,41,2008,72,3,2
701,232,10,501,338,2,6,2002,78,4,1
2943,42,3,1679,514,9,31,2001,122,3,2
1262,404,4,1617,260,7,29,2016,8,3,1
1857,89,1,748,423,3,25,2016,85,3,2
2483,370,5,1070,290,6,26,2009,129,6,1
1292,246,9,2796,639,4,5,2011,83,1,1
2975,220,3,1718,524,7,35,2014,13,7,2
971,220,3,1527,499,10,36,2018,79,2,1
369,134,10,2405,155,6,43,2014,156,4,2
2107,437,8,2408,621,7,48,2014,12,7,0
571,136,6,1008,478,4,16,2021,121,7,1
501,291,4,848,106,6,18,2011,56,2,0
1084,261,1,36,155,8,20,2007,1,1,2
2649,328,4,832,460,10,10,2009,27,1,1
75,87,9,565,520,9,30,2019,128,6,0
1140,50,3,957,674,9,39,2005,192,5,2
304,352,4,440,408,2,28,2014,103,1,0
1485,19,10,2346,678,10,24,2008,66,2,2
2527,93,3,1080,281,1,41,2003,59,5,0
1829,129,9,2935,340,4,47,2007,59,2,0
71,217,8,513,325,6,49,2005,107,1,2
1450,131,7,1151,637,8,49,2009,56,4,2
1163,159,6,1587,401,2,33,2003,191,5,1
1870,53,1,1166,149,10,42,2013,5,1,0
1459,111,8,2935,561,10,27,2016,88,6,0
1916,251,6,510,102,7,19,2011,102,7,1
1042,18,3,1910,697,3,1,2017,153,7,1
1432,412,9,1838,421,5,32,2007,91,1,2
1664,231,6,11,310,5,31,2019,51,4,2
1665,223,1,856,664,9,31,2012,180,6,1
1942,173,9,722,542,10,26,2010,171,7,2
1281,357,5,1914,107,2,20,2021,195,2,0
948,246,5,1739,472,7,40,2005,156,2,1
196,334,6,64,203,2,9,2007,39,3,1
1177,390,10,2474,514,3,9,2011,148,5,1
1978,42,2,2263,560,10,43,2001,87,3,0
919,118,2,1204,162,10,18,2000,86,4,1
792,370,1,1138,265,7,35,2015,36,2,0
447,242,3,1201,550,8,24,2016,18,2,2
1585,298,3,1963,435,10,36,2008,25,7,2
1833,161,1,2522,197,3,18,2009,128,3,1
1787,178,8,1680,471,8,42,2013,57,4,0
204,122,1,1644,678,5,27,2008,134,3,0
2622,404,7,2693,493,6,34,2003,191,5,2
1286,255,9,2270,188,1,19,2006,141,1,0
2542,229,3,2754,563,6,24,2002,190,3,0
5,47,7,994,134,2,3,2015,200,3,1
2029,183,1,2203,642,5,7,2012,113,4,0
377,100,5,2151,333,10,47,2017,34,2,0
2878,101,1,2686,645,3,20,2012,79,3,0
2801,236,1,93,114,4,38,2020,93,1,0
1752,178,5,295,549,7,42,2017,6,6,2
2808,50,9,247,400,10,41,2018,23,3,1
1179,122,8,2012,157,4,10,2005,197,6,0
2328,447,3,685,676,1,26,2018,49,4,1
1554,437,3,1814,683,3,38,2018,42,6,1
496,444,1,1565,327,5,37,2015,167,1,1
1334,422,7,93,651,8,5,2000,76,4,0
1200,404,4,2401,279,3,39,2005,180,5,2
1483,233,6,1842,253,3,13,2007,193,3,2
2646,446,3,730,423,9,17,2002,152,7,2
341,281,4,2365,253,8,32,2012,45,6,0
365,138,8,2928,479,8,45,2018,190,4,1
1178,346,8,1519,162,3,10,2008,169,2,2
1191,203,1,1103,108,8,18,2000,76,2,0
2505,6,5,1239,411,2,30,2000,102,3,2
1142,431,4,1922,429,10,11,2002,31,4,1
1472,150,1,1926,311,5,34,2013,27,6,2
147,371,9,2012,355,1,43,2011,113,2,2
211,309,5,1170,164,4,34,2013,61,6,0
1488,287,8,2900,496,10,44,2010,140,2,1
1860,340,8,2946,306,4,49,2015,121,4,2
456,195,10,1638,304,7,15,2001,70,5,2
981,405,6,1737,633,9,47,2020,27,1,2
112,245,8,1411,280,2,37,2017,173,1,1
977,403,8,1474,307,9,40,2004,150,3,2
1148,338,9,578,369,5,23,2016,108,2,1
2730,177,7,648,281,9,34,2021,4,7,0
2162,118,2,881,418,6,4,2018,139,6,1
1399,434,3,2655,693,9,22,2014,130,4,1
2406,296,3,114,568,9,38,2013,192,7,0
1667,428,7,2720,532,10,37,2014,132,3,0
2376,97,1,544,192,1,11,2014,125,4,0
2317,142,2,630,459,5,48,2019,171,1,1
2527,22,6,2876,256,7,34,2013,193,3,1
1439,4,9,1733,658,7,23,2017,83,5,1
2392,305,10,2218,435,7,41,2012,145,3,1
2481,318,1,352,120,10,49,2002,140,5,0
2951,340,9,805,186,1,18,2019,54,7,2
800,307,7,2792,564,9,3,2021,104,7,2
414,429,3,379,422,8,48,2015,123,2,2
891,197,9,2326,201,3,43,2002,180,3,2
1594,48,5,154,541,6,50,2014,112,2,1
902,360,2,1290,687,8,40,2008,91,3,1
1319,97,2,2969,468,1,13,2013,103,4,0
1751,40,1,2131,663,6,45,2006,115,5,2
2236,72,3,2299,81,8,24,2018,60,5,1
1434,436,5,285,359,9,45,2005,109,7,1
2095,54,6,350,126,10,17,2012,106,6,0
1031,118,5,1380,196,9,27,2012,84,4,0
1642,327,8,1767,478,3,10,2015,183,6,1
639,286,4,694,533,7,11,2013,62,3,2
2086,356,9,2058,343,2,5,2015,142,4,0
1099,190,7,2665,276,1,29,2004,160,1,1
1698,330,2,1024,649,2,29,2001,136,2,0
55,256,7,189,336,4,38,2014,152,3,2
695,336,4,2380,477,6,44,2013,99,7,1
2737,275,4,2681,480,2,2,2000,130,3,0
1530,69,2,1622,271,4,35,2010,107,3,1
1805,22,5,1482,352,6,48,2014,32,4,0
908,283,2,1758,302,7,6,2012,22,7,0
483,271,3,694,91,10,37,2007,7,4,2
2820,187,7,1972,698,3,41,2001,64,7,2
708,118,6,2935,552,2,44,2009,81,6,2
2850,344,10,2925,315,5,5,2018,113,6,2
1795,13,6,1185,109,2,23,2021,90,4,0
662,131,5,2766,524,8,14,2000,87,4,0
912,326,7,1373,527,6,31,2015,126,5,0
137,173,10,723,199,8,41,2004,98,6,0
276,382,9,1913,582,8,15,2017,79,7,1
1349,170,2,2900,664,9,21,2019,155,1,0
2142,158,6,2991,368,10,7,2013,198,1,2
1829,229,6,236,279,6,37,2000,132,7,2
210,311,4,259,675,7,46,2003,83,2,2
623,196,8,1886,661,6,11,2009,17,3,1
1328,46,3,2116,554,3,27,2013,101,5,2
49,120,7,350,591,9,23,2018,118,2,2
2077,63,6,579,597,5,17,2009,75,2,2
1832,377,8,937,520,9,39,2013,15,5,0
1548,239,4,2660,643,1,37,2021,193,7,1
601,446,8,1608,529,1,36,2019,60,3,1
410,302,1,2798,503,3,1,2011,25,7,0
2912,129,2,1497,206,5,48,2018,98,4,1
1399,338,6,1254,364,5,30,2016,129,7,1
42,176,1,1153,131,3,28,2017,27,3,1
2931,351,1,1078,694,2,20,2015,108,3,2
2255,366,4,1252,481,10,13,2016,109,4,1
1475,263,9,2953,571,1,27,2017,63,3,2
2840,334,5,730,318,7,23,2017,198,3,1
2337,70,10,669,510,8,26,2007,152,7,0
1018,265,3,2854,199,8,31,2002,172,2,1
1654,445,1,2272,360,9,3,2008,85,6,0
1236,389,10,111,320,6,38,2009,43,6,2
1903,167,8,2165,582,6,32,2000,109,4,1
1868,289,2,2980,364,3,44,2014,190,1,0
1753,344,8,1368,643,2,30,2010,122,3,2
1232,271,3,154,393,9,32,2010,143,5,1
1574,278,10,18,648,5,30,2021,92,6,1
2802,192,6,1056,398,1,44,2005,190,3,1
1885,104,9,1235,591,4,33,2015,146,3,2
759,437,5,1323,503,4,23,2021,169,5,1
962,322,3,665,536,4,27,2020,125,1,0
1171,430,6,127,480,5,7,2018,155,3,2
2295,125,1,229,516,2,50,2016,66,2,1
1177,50,6,2029,410,10,9,2012,149,7,1
822,288,2,54,547,9,5,2019,20,3,0
125,331,3,2173,242,4,32,2012,190,3,1
2356,341,4,1780,197,9,33,2021,164,7,1
1825,442,7,2028,515,1,35,2006,39,4,2
207,448,10,18,609,4,20,2011,177,3,2
944,347,7,657,82,4,13,2006,194,7,0
1967,37,3,2557,509,1,8,2005,50,1,0
2675,247,10,1461,278,6,44,2018,52,3,2
633,44,4,492,240,2,10,2010,119,7,2
725,227,3,923,230,7,49,2013,7,2,1
570,25,10,928,354,2,1,2012,16,1,2
678,165,7,2415,332,9,12,2021,9,6,0
536,247,10,342,177,8,22,2002,15,6,0
111,415,6,2718,182,6,31,2021,99,2,1
1802,426,7,1869,600,5,11,2014,57,5,1
2169,331,3,2749,550,7,15,2020,153,6,2
2463,237,7,187,76,8,31,2016,112,4,1
388,49,5,881,236,3,30,2003,140,1,1
992,411,8,688,155,3,23,2010,136,1,1
2523,408,9,1687,417,3,24,2012,45,3,2
2538,180,8,1972,213,1,18,2003,71,2,0
2653,322,9,1861,412,1,5,2015,196,4,0
